번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
8092,부산광역시 남구청,부산광역시 남구 대연동 852-7,,생활방범,1,200,부산-9-남구-0214-2,30,,051-607-4284,35.1307229,129.097254,2024-07-19
8093,부산광역시 남구청,부산광역시 남구 대연동 564-3,,생활방범,1,200,부산-9-남구-0215,30,,051-607-4284,35.1300745,129.1015768,2024-07-19
8094,부산광역시 남구청,부산광역시 남구 우암동 161-18,,생활방범,1,200,부산-9-남구-0216,30,,051-607-4284,35.1246069,129.075984,2024-07-19
8095,부산광역시 남구청,부산광역시 남구 우암동 161-18,,생활방범,1,200,부산-9-남구-0216-1,30,,051-607-4284,35.1246069,129.075984,2024-07-19
8096,부산광역시 남구청,부산광역시 남구 우암동 161-18,,생활방범,1,200,부산-9-남구-0216-2,30,,051-607-4284,35.1246069,129.075984,2024-07-19
8097,부산광역시 남구청,부산광역시 남구 우암동 161-18,,생활방범,1,200,부산-9-남구-0216-3,30,,051-607-4284,35.1246069,129.075984,2024-07-19
8098,부산광역시 남구청,부산광역시 남구 용당동 281-2,,생활방범,1,200,부산-4-남구-0073,30,,051-607-4284,35.114535,129.09335,2024-07-19
8099,부산광역시 남구청,부산광역시 남구 용당동 281-2,,생활방범,1,200,부산-4-남구-0073-1,30,,051-607-4284,35.114535,129.09335,2024-07-19
8100,부산광역시 남구청,부산광역시 남구 용당동 281-2,,생활방범,1,200,부산-4-남구-0073-2,30,,051-607-4284,35.114535,129.09335,2024-07-19
8101,부산광역시 남구청,부산광역시 남구 용당동 281-2,,생활방범,1,200,부산-4-남구-0073-3,30,,051-607-4284,35.114535,129.09335,2024-07-19
8102,부산광역시 남구청,부산광역시 남구 용당동 281-2,,생활방범,1,200,부산-4-남구-0073-4,30,,051-607-4284,35.114535,129.09335,2024-07-19
8103,부산광역시 남구청,부산광역시 남구 문현동 240-26,,생활방범,1,200,부산-4-남구-0074,30,,051-607-4284,35.136651,129.073477,2024-07-19
8104,부산광역시 남구청,부산광역시 남구 대연동 571-2,,생활방범,1,200,부산-5-남구-0075,30,,051-607-4284,35.130733,129.099855,2024-07-19
8105,부산광역시 남구청,부산광역시 남구 대연동 571-2,,생활방범,1,200,부산-5-남구-0075-1,30,,051-607-4284,35.130733,129.099855,2024-07-19
8106,부산광역시 남구청,부산광역시 남구 대연동 571-2,,생활방범,1,200,부산-5-남구-0075-2,30,,051-607-4284,35.130733,129.099855,2024-07-19
8107,부산광역시 남구청,부산광역시 남구 대연동 571-2,,생활방범,1,200,부산-5-남구-0075-3,30,,051-607-4284,35.130733,129.099855,2024-07-19
8108,부산광역시 남구청,부산광역시 남구 대연동 571-2,,생활방범,1,200,부산-5-남구-0075-4,30,,051-607-4284,35.130733,129.099855,2024-07-19
8109,부산광역시 남구청,부산광역시 남구 대연동 238-20,,생활방범,1,200,부산-5-남구-0076,30,,051-607-4284,35.147608,129.095675,2024-07-19
8110,부산광역시 남구청,부산광역시 남구 용호동 176-68,,생활방범,1,200,부산-5-남구-0077,30,,051-607-4284,35.128677,129.113554,2024-07-19
8111,부산광역시 남구청,부산광역시 남구 대연동 712-2,,생활방범,1,200,부산-5-남구-0078,30,,051-607-4284,35.125122,129.099102,2024-07-19
8112,부산광역시 남구청,부산광역시 남구 대연동760-1,,생활방범,1,200,부산-5-남구-0079,30,,051-607-4284,35.126153,129.09458,2024-07-19
8113,부산광역시 남구청,부산광역시 남구 감만동 79-3,,생활방범,1,200,부산-5-남구-0080,30,,051-607-4284,35.117943,129.081377,2024-07-19
8114,부산광역시 남구청,부산광역시 남구 대연동 1750-1,,생활방범,1,200,부산-5-남구-0081,30,,051-607-4284,35.134458,129.090519,2024-07-19
8115,부산광역시 남구청,부산광역시 남구 대연동 893-8,,생활방범,1,200,부산-5-남구-0082,30,,051-607-4284,35.130787,129.090071,2024-07-19
8116,부산광역시 남구청,부산광역시 남구 용호동 535-1,,생활방범,1,200,부산-5-남구-0083,30,,051-607-4284,35.113878,129.109523,2024-07-19
8117,부산광역시 남구청,부산광역시 남구 용호동 38-1,,생활방범,1,200,부산-5-남구-0084,30,,051-607-4284,35.1252,129.108159,2024-07-19
8118,부산광역시 남구청,부산광역시 남구 용호동 산 130-1,,생활방범,1,200,부산-5-남구-0085,30,,051-607-4284,35.117209,129.127178,2024-07-19
8119,부산광역시 남구청,부산광역시 남구 용호동 산 130-1,,생활방범,1,200,부산-5-남구-0085-1,30,,051-607-4284,35.117209,129.127178,2024-07-19
8120,부산광역시 남구청,부산광역시 남구 용호동 산 130-1,,생활방범,1,200,부산-5-남구-0085-2,30,,051-607-4284,35.117209,129.127178,2024-07-19
8121,부산광역시 남구청,부산광역시 남구 용호동 산 221-9,,생활방범,1,200,부산-5-남구-0086,30,,051-607-4284,35.108082,129.112022,2024-07-19
8122,부산광역시 남구청,부산광역시 남구 문현동 318-6,,생활방범,1,200,부산-5-남구-0087,30,,051-607-4284,35.133294,129.078363,2024-07-19
8123,부산광역시 남구청,부산광역시 남구 감만동 267-9,,생활방범,1,200,부산-5-남구-0088,30,,051-607-4284,35.112776,129.081709,2024-07-19
8124,부산광역시 남구청,부산광역시 남구 우암동 49-13,,생활방범,1,200,부산-5-남구-0089,30,,051-607-4284,35.123889,129.080387,2024-07-19
8125,부산광역시 남구청,부산광역시 남구 대연동 1738-1,,생활방범,1,200,방범-2016-대연-0061-1,30,,051-607-4284,35.1342029,129.093242,2024-07-19
8126,부산광역시 남구청,부산광역시 남구 대연동 1738-1,,생활방범,1,200,방범-2016-대연-0061-2,30,,051-607-4284,35.1342029,129.093242,2024-07-19
8127,부산광역시 남구청,부산광역시 남구 대연동 1738-1,,생활방범,1,200,방범-2016-대연-0061-3,30,,051-607-4284,35.1342029,129.093242,2024-07-19
8128,부산광역시 남구청,부산광역시 남구 대연동 1738-1,,생활방범,1,200,방범-2016-대연-0061-4,30,,051-607-4284,35.1342029,129.093242,2024-07-19
8129,부산광역시 남구청,부산광역시 남구 용호동 363-1,,생활방범,1,200,방범-2016-용호-0062,30,,051-607-4284,35.1234099,129.11457,2024-07-19
8130,부산광역시 남구청,부산광역시 남구 용호동 360-7,,생활방범,1,200,방범-2019-감만-187-2,30,,051-607-4284,35.11907,129.11064,2024-07-19
8131,부산광역시 남구청,부산광역시 남구 문현동 산 92-1,,생활방범,1,200,방범-2019-문현-188,30,,051-607-4284,35.1393,129.07743,2024-07-19
8132,부산광역시 남구청,부산광역시 남구 용호동 977,,생활방범,1,200,방범-2019-용호-189,30,,051-607-4284,35.11303,129.11017,2024-07-19
8133,부산광역시 남구청,부산광역시 남구 용호동 977,,생활방범,1,200,방범-2019-용호-189-1,30,,051-607-4284,35.11303,129.11017,2024-07-19
8134,부산광역시 남구청,부산광역시 남구 용호동 977,,생활방범,1,200,방범-2019-용호-189-2,30,,051-607-4284,35.11303,129.11017,2024-07-19
8135,부산광역시 남구청,부산광역시 남구 용호동 977,,생활방범,1,200,방범-2019-용호-189-3,30,,051-607-4284,35.11303,129.11017,2024-07-19
8136,부산광역시 남구청,부산광역시 남구 용호동 977,,생활방범,1,200,방범-2019-용호-189-4,30,,051-607-4284,35.11303,129.11017,2024-07-19
8137,부산광역시 남구청,부산광역시 남구 진남로 268,,생활방범,1,200,방범-2019-문현-190-0,30,,051-607-4284,35.14958,129.0746,2024-07-19
8138,부산광역시 남구청,부산광역시 남구 진남로 268,,생활방범,1,200,방범-2019-문현-190-1,30,,051-607-4284,35.14958,129.0746,2024-07-19
8139,부산광역시 남구청,부산광역시 남구 진남로 268,,생활방범,1,200,방범-2019-문현-190-2,30,,051-607-4284,35.14958,129.0746,2024-07-19
8140,부산광역시 남구청,부산광역시 남구 대연동 1483-2,,생활방범,1,200,방범-2019-대연-191-1,30,,051-607-4284,35.1415139,129.089729,2024-07-19
8141,부산광역시 남구청,부산광역시 남구 대연동 1483-2,,생활방범,1,200,방범-2019-대연-191-2,30,,051-607-4284,35.141421,129.089743,2024-07-19
8142,부산광역시 남구청,부산광역시 남구 대연동17-5,,생활방범,1,200,방범-2019-대연-192-0,30,,051-607-4284,35.1380649,129.106478,2024-07-19
8143,부산광역시 남구청,부산광역시 남구 대연동17-5,,생활방범,1,200,방범-2019-대연-192-1,30,,051-607-4284,35.1380649,129.106478,2024-07-19
8144,부산광역시 남구청,부산광역시 남구 대연동17-5,,생활방범,1,200,방범-2019-대연-192-2,30,,051-607-4284,35.1380649,129.106478,2024-07-19
8145,부산광역시 남구청,부산광역시 남구 대연동546-3,,생활방범,1,200,방범-2019-대연-193-0,30,,051-607-4284,35.1329499,129.099711,2024-07-19
8146,부산광역시 남구청,부산광역시 남구 대연동546-3,,생활방범,1,200,방범-2019-대연-193-1,30,,051-607-4284,35.1329499,129.099711,2024-07-19
8147,부산광역시 남구청,부산광역시 남구 대연동546-3,,생활방범,1,200,방범-2019-대연-193-2,30,,051-607-4284,35.1329499,129.099711,2024-07-19
8148,부산광역시 남구청,부산광역시 남구 대연동 546-9,,생활방범,1,200,방범-2019-대연-194-0,30,,051-607-4284,35.1327789,129.099475,2024-07-19
8149,부산광역시 남구청,부산광역시 남구 대연동 546-9,,생활방범,1,200,방범-2019-대연-194-1,30,,051-607-4284,35.1327789,129.099475,2024-07-19
8150,부산광역시 남구청,부산광역시 남구 용호동498-1,,생활방범,1,200,방범-2019-대연-195-0,30,,051-607-4284,35.1195759,129.115625,2024-07-19
8151,부산광역시 남구청,부산광역시 남구 용호동498-1,,생활방범,1,200,방범-2019-대연-195-1,30,,051-607-4284,35.1195759,129.115625,2024-07-19
8152,부산광역시 남구청,부산광역시 남구 감만동 226-13,,생활방범,1,200,방범-2019-감만-196,30,,051-607-4284,35.11286,129.08341,2024-07-19
8153,부산광역시 남구청,부산광역시 남구 대연동 875-13,,생활방범,1,200,방범-2019-대연-197,30,,051-607-4284,35.13225,129.09339,2024-07-19
8154,부산광역시 남구청,부산광역시 남구 대연동 875-13,,생활방범,1,200,방범-2019-대연-197-1,30,,051-607-4284,35.13225,129.09339,2024-07-19
8155,부산광역시 남구청,부산광역시 남구 대연동 875-13,,생활방범,1,200,방범-2019-대연-197-2,30,,051-607-4284,35.13225,129.09339,2024-07-19
8156,부산광역시 남구청,부산광역시 남구 대연동 875-13,,생활방범,1,200,방범-2019-대연-197-3,30,,051-607-4284,35.13225,129.09339,2024-07-19
8157,부산광역시 남구청,부산광역시 남구 대연동 875-13,,생활방범,1,200,방범-2019-대연-197-4,30,,051-607-4284,35.13225,129.09339,2024-07-19
8158,부산광역시 남구청,부산광역시 남구 대연동 1725-7,,생활방범,1,200,방범-2019-대연-198,30,,051-607-4284,35.13302,129.09474,2024-07-19
8159,부산광역시 남구청,부산광역시 남구 대연동 1725-7,,생활방범,1,200,방범-2019-대연-198-1,30,,051-607-4284,35.13302,129.09474,2024-07-19
8160,부산광역시 남구청,부산광역시 남구 대연동 1725-7,,생활방범,1,200,방범-2019-대연-198-2,30,,051-607-4284,35.13302,129.09474,2024-07-19
8161,부산광역시 남구청,부산광역시 남구 대연동 1725-7,,생활방범,1,200,방범-2019-대연-198-3,30,,051-607-4284,35.13302,129.09474,2024-07-19
8162,부산광역시 남구청,부산광역시 남구 대연동 1725-7,,생활방범,1,200,방범-2019-대연-198-4,30,,051-607-4284,35.13302,129.09474,2024-07-19
8163,부산광역시 남구청,부산광역시 남구 대연동 550-16,,생활방범,1,200,방범-2019-대연-199,30,,051-607-4284,35.13222,129.09992,2024-07-19
8164,부산광역시 남구청,부산광역시 남구 대연동 550-16,,생활방범,1,200,방범-2019-대연-199-1,30,,051-607-4284,35.13222,129.09992,2024-07-19
8165,부산광역시 남구청,부산광역시 남구 우암동 49-13,,생활방범,1,200,부산-5-남구-0089-1 (2024),30,,051-607-4284,35.123889,129.080387,2024-07-19
8166,부산광역시 남구청,부산광역시 남구 우암동 49-13,,생활방범,1,200,부산-5-남구-0089-2 (2024),30,,051-607-4284,35.123889,129.080387,2024-07-19
8167,부산광역시 남구청,부산광역시 남구 우암동 49-13,,생활방범,1,200,부산-5-남구-0089-3 (2024),30,,051-607-4284,35.123889,129.080387,2024-07-19
8168,부산광역시 남구청,부산광역시 남구 우암동 189-1019,,생활방범,1,200,부산-5-남구-0090,30,,051-607-4284,35.125476,129.077056,2024-07-19
8169,부산광역시 남구청,부산광역시 남구 우암동 189-1019,,생활방범,1,200,부산-5-남구-0090-1 (2024),30,,051-607-4284,35.125476,129.077056,2024-07-19
8170,부산광역시 남구청,부산광역시 남구 우암동 189-1019,,생활방범,1,200,부산-5-남구-0090-2 (2024),30,,051-607-4284,35.125476,129.077056,2024-07-19
8171,부산광역시 남구청,부산광역시 남구 문현동 466-5,,생활방범,1,200,부산-5-남구-0091,30,,051-607-4284,35.141066,129.067507,2024-07-19
8172,부산광역시 남구청,부산광역시 남구 문현동 117-16,,생활방범,1,200,부산-5-남구-0092,30,,051-607-4284,35.144554,129.073569,2024-07-19
8173,부산광역시 남구청,부산광역시 남구 문현동 495-76,,생활방범,1,200,부산-9-남구-0217,30,,051-607-4284,35.1424309,129.071034,2024-07-19
8174,부산광역시 남구청,부산광역시 남구 문현동 1089-9,,생활방범,1,200,부산-9-남구-0218,30,,051-607-4284,35.1314249,129.068901,2024-07-19
8175,부산광역시 남구청,부산광역시 남구 문현동 756-2,,생활방범,1,200,부산-9-남구-0219,30,,051-607-4284,35.1437609,129.063587,2024-07-19
8176,부산광역시 남구청,부산광역시 남구 문현동 756-2,,생활방범,1,200,부산-9-남구-0219-1,30,,051-607-4284,35.1437609,129.063587,2024-07-19
8177,부산광역시 남구청,부산광역시 남구 문현동 756-2,,생활방범,1,200,부산-9-남구-0219-2,30,,051-607-4284,35.1437609,129.063587,2024-07-19
8178,부산광역시 남구청,부산광역시 남구 문현동 756-2,,생활방범,1,200,부산-9-남구-0219-3,30,,051-607-4284,35.1437609,129.063587,2024-07-19
8179,부산광역시 남구청,부산광역시 남구 대연동 1858,,생활방범,1,200,부산-9-남구-0220,30,,051-607-4284,35.1414759,129.100043,2024-07-19
8180,부산광역시 남구청,부산광역시 남구 문현동 94-37,,생활방범,1,200,부산-9-남구-0221,30,,051-607-4284,35.1413069,129.078923,2024-07-19
8181,부산광역시 남구청,부산광역시 남구 용당동 357-6,,생활방범,1,200,부산-9-남구-0222,30,,051-607-4284,35.116645,129.095037,2024-07-19
8182,부산광역시 남구청,부산광역시 남구 용당동 357-6,,생활방범,1,200,부산-9-남구-0222-1,30,,051-607-4284,35.116645,129.095037,2024-07-19
8183,부산광역시 남구청,부산광역시 남구 용당동 357-6,,생활방범,1,200,부산-9-남구-0222-2,30,,051-607-4284,35.116645,129.095037,2024-07-19
8184,부산광역시 남구청,부산광역시 남구 용당동 357-6,,생활방범,1,200,부산-9-남구-0222-3,30,,051-607-4284,35.116645,129.095037,2024-07-19
8185,부산광역시 남구청,부산광역시 남구 문현동 479-13,,생활방범,1,200,부산-9-남구-0223,30,,051-607-4284,35.1421919,129.06745,2024-07-19
8186,부산광역시 남구청,부산광역시 남구 대연동1627-231,,생활방범,1,200,부산-9-남구-0224,30,,051-607-4284,35.1295959,129.07751,2024-07-19
8187,부산광역시 남구청,부산광역시 남구 대연동 879-17,,생활방범,1,200,부산-9-남구-0225,30,,051-607-4284,35.1301449,129.093377,2024-07-19
8188,부산광역시 남구청,부산광역시 남구 용호동 563-39,,생활방범,1,200,부산-9-남구-0226,30,,051-607-4284,35.1101859,129.113239,2024-07-19
8189,부산광역시 남구청,부산광역시 남구 대연동 1170-120,,생활방범,1,200,부산-9-남구-0227,30,,051-607-4284,35.1235609,129.089069,2024-07-19
8190,부산광역시 남구청,부산광역시 남구 대연동 1115-19,,생활방범,1,200,부산-9-남구-0228,30,,051-607-4284,35.1261299,129.093437,2024-07-19
8191,부산광역시 남구청,부산광역시 남구 대연동 231-31,,생활방범,1,200,부산-9-남구-0229,30,,051-607-4284,35.1476309,129.096585,2024-07-19
8192,부산광역시 남구청,부산광역시 남구 용호동 산175-9,,생활방범,1,200,부산-9-남구-0230,30,,051-607-4284,35.1045579,129.118313,2024-07-19
8193,부산광역시 남구청,부산광역시 남구 용호동 산175-9,,생활방범,1,200,부산-9-남구-0230-1,30,,051-607-4284,35.1045579,129.118313,2024-07-19
8194,부산광역시 남구청,부산광역시 남구 용호동 산175-9,,생활방범,1,200,부산-9-남구-0230-2,30,,051-607-4284,35.1045579,129.118313,2024-07-19
8195,부산광역시 남구청,부산광역시 남구 용호동 산175-9,,생활방범,1,200,부산-9-남구-0230-3,30,,051-607-4284,35.1045579,129.118313,2024-07-19
8196,부산광역시 남구청,부산광역시 남구 문현동 85-9,,생활방범,1,200,부산-9-남구-0231,30,,051-607-4284,35.1430749,129.077813,2024-07-19
8197,부산광역시 남구청,부산광역시 남구 문현동 85-9,,생활방범,1,200,부산-9-남구-0231-1,30,,051-607-4284,35.1430749,129.077813,2024-07-19
8198,부산광역시 남구청,부산광역시 남구 문현동 85-9,,생활방범,1,200,부산-9-남구-0231-2,30,,051-607-4284,35.1430749,129.077813,2024-07-19
8199,부산광역시 남구청,부산광역시 남구 문현동 85-9,,생활방범,1,200,부산-9-남구-0231-3,30,,051-607-4284,35.1430749,129.077813,2024-07-19
8200,부산광역시 남구청,부산광역시 남구 문현동 85-9,,생활방범,1,200,부산-9-남구-0231-4,30,,051-607-4284,35.1430749,129.077813,2024-07-19
8201,부산광역시 남구청,부산광역시 남구 대연동 1458-10,,생활방범,1,200,부산-9-남구-0232,30,,051-607-4284,35.1372799,129.089044,2024-07-19
8202,부산광역시 남구청,부산광역시 남구 우암동 109-3,,생활방범,1,200,부산-9-남구-0233,30,,051-607-4284,35.1271489,129.081153,2024-07-19
8203,부산광역시 남구청,부산광역시 남구 우암동 109-3,,생활방범,1,200,부산-9-남구-0233-1 (2024),30,,051-607-4284,35.1271489,129.081153,2024-07-19
8204,부산광역시 남구청,부산광역시 남구 감만동 491-1,,생활방범,1,200,부산-9-남구-0234,30,,051-607-4284,35.1120989,129.080788,2024-07-19
8205,부산광역시 남구청,부산광역시 남구 용호동 산 31-1,,생활방범,1,200,방범-2023-경찰12-2,30,,051-607-4284,35.12069,129.124477,2024-07-19
8206,부산광역시 남구청,부산광역시 남구 용호동 산 31-1,,생활방범,1,200,방범-2023-경찰12-3,30,,051-607-4284,35.12069,129.124477,2024-07-19
8207,부산광역시 남구청,부산광역시 남구 용호동 산 135,,생활방범,1,200,방범-2023-경찰13-1,30,,051-607-4284,35.115262,129.125989,2024-07-19
8208,부산광역시 남구청,부산광역시 남구 용호동 산 135,,생활방범,1,200,방범-2023-경찰13-2,30,,051-607-4284,35.115262,129.125989,2024-07-19
8209,부산광역시 남구청,부산광역시 남구 용호동 산 135,,생활방범,1,200,방범-2023-경찰13-3,30,,051-607-4284,35.115262,129.125989,2024-07-19
8210,부산광역시 남구청,부산광역시 남구 용호동 산 119-1,,생활방범,1,200,방범-2023-경찰14-1,30,,051-607-4284,35.113526,129.124453,2024-07-19
8211,부산광역시 남구청,부산광역시 남구 용호동 산 119-1,,생활방범,1,200,방범-2023-경찰14-2,30,,051-607-4284,35.113526,129.124453,2024-07-19
8212,부산광역시 남구청,부산광역시 남구 용호동 산 119-1,,생활방범,1,200,방범-2023-경찰14-3,30,,051-607-4284,35.113526,129.124453,2024-07-19
8213,부산광역시 남구청,부산광역시 남구 용호동 산 147-5,,생활방범,1,200,방범-2023-경찰15-1,30,,051-607-4284,35.108709,129.123154,2024-07-19
8214,부산광역시 남구청,부산광역시 남구 용호동 산 147-5,,생활방범,1,200,방범-2023-경찰15-2,30,,051-607-4284,35.108709,129.123154,2024-07-19
8215,부산광역시 남구청,부산광역시 남구 용호동 산 147-5,,생활방범,1,200,방범-2023-경찰15-3,30,,051-607-4284,35.108709,129.123154,2024-07-19
8216,부산광역시 남구청,부산광역시 남구 용호동 산 147-5,,생활방범,1,200,방범-2023-경찰15-4,30,,051-607-4284,35.108709,129.123154,2024-07-19
8217,부산광역시 남구청,부산광역시 남구 용호동 949,,생활방범,1,200,방범-2023-경찰16-1,30,,051-607-4284,35.101754,129.122419,2024-07-19
8218,부산광역시 남구청,부산광역시 남구 용호동 949,,생활방범,1,200,방범-2023-경찰16-2,30,,051-607-4284,35.101754,129.122419,2024-07-19
8219,부산광역시 남구청,부산광역시 남구 용호동 949,,생활방범,1,200,방범-2023-경찰16-3,30,,051-607-4284,35.101754,129.122419,2024-07-19
8220,부산광역시 남구청,부산광역시 남구 용호동 산 6-10,,생활방범,1,200,방범-2023-경찰17-1,30,,051-607-4284,35.127165,129.11828,2024-07-19
8221,부산광역시 남구청,부산광역시 남구 용호동 산 6-10,,생활방범,1,200,방범-2023-경찰17-2,30,,051-607-4284,35.127165,129.11828,2024-07-19
8222,부산광역시 남구청,부산광역시 남구 용호동 산 6-10,,생활방범,1,200,방범-2023-경찰17-3,30,,051-607-4284,35.127165,129.11828,2024-07-19
8223,부산광역시 남구청,부산광역시 남구 대연동 288-1,,생활방범,1,200,방범-2005-대연-0001 (2024),30,,051-607-4284,35.1380705,129.0929421,2024-07-19
8224,부산광역시 남구청,부산광역시 남구 대연동 1504-28,,생활방범,1,200,방범-2005-대연-0002 (2024),30,,051-607-4284,35.1399962,129.0926825,2024-07-19
8225,부산광역시 남구청,부산광역시 남구 대연동 1415-7,,생활방범,1,200,방범-2005-대연-0003 (2024),30,,051-607-4284,35.1361587,129.0910544,2024-07-19
8226,부산광역시 남구청,부산광역시 남구 대연동 1482-1,,생활방범,1,200,방범-2005-대연-0004 (2021),30,,051-607-4284,35.1409285,129.0903851,2024-07-19
8227,부산광역시 남구청,부산광역시 남구 대연동 871-13,,생활방범,1,200,방범-2007-대연-0005 (2024),30,,051-607-4284,35.1316189,129.0948934,2024-07-19
8228,부산광역시 남구청,부산광역시 남구 대연동 871-13,,생활방범,1,200,방범-2007-대연-0005-1,30,,051-607-4284,35.131713,129.094729,2024-07-19
8229,부산광역시 남구청,부산광역시 남구 대연동 871-13,,생활방범,1,200,방범-2007-대연-0005-2,30,,051-607-4284,35.131713,129.094729,2024-07-19
8230,부산광역시 남구청,부산광역시 남구 대연동 871-13,,생활방범,1,200,방범-2007-대연-0005-3,30,,051-607-4284,35.131713,129.094729,2024-07-19
8231,부산광역시 남구청,부산광역시 남구 대연동 871-13,,생활방범,1,200,방범-2007-대연-0005-4,30,,051-607-4284,35.131713,129.094729,2024-07-19
8232,부산광역시 남구청,부산광역시 남구 대연동 1723-10,,생활방범,1,200,방범-2007-대연-0006 (2024),30,,051-607-4284,35.1328165,129.0932339,2024-07-19
8233,부산광역시 남구청,부산광역시 남구 대연동 1723-10,,생활방범,1,200,방범-2007-대연-0006-1,30,,051-607-4284,35.132671,129.096391,2024-07-19
8234,부산광역시 남구청,부산광역시 남구 대연동 1723-10,,생활방범,1,200,방범-2007-대연-0006-2,30,,051-607-4284,35.132671,129.096391,2024-07-19
8235,부산광역시 남구청,부산광역시 남구 대연동 1723-10,,생활방범,1,200,방범-2007-대연-0006-3,30,,051-607-4284,35.132671,129.096391,2024-07-19
8236,부산광역시 남구청,부산광역시 남구 대연동 1723-10,,생활방범,1,200,방범-2007-대연-0006-4,30,,051-607-4284,35.132671,129.096391,2024-07-19
8237,부산광역시 남구청,부산광역시 남구 감만동 189-75,,생활방범,1,200,방범-2011-감만-0007 (2024),30,,051-607-4284,35.1161741,129.0868277,2024-07-19
8238,부산광역시 남구청,부산광역시 남구 대연동 1219-80,,생활방범,1,200,방범-2013-대연-0008,30,,051-607-4284,35.1322739,129.084632,2024-07-19
8239,부산광역시 남구청,부산광역시 남구 용호동 494-2,,생활방범,1,200,방범-2016-용호-0063,30,,051-607-4284,35.117842,129.112323,2024-07-19
8240,부산광역시 남구청,부산광역시 남구 용호동 494-2,,생활방범,1,200,방범-2016-용호-0063-1,30,,051-607-4284,35.117842,129.112323,2024-07-19
8241,부산광역시 남구청,부산광역시 남구 용호동 494-2,,생활방범,1,200,방범-2016-용호-0063-2,30,,051-607-4284,35.117842,129.112323,2024-07-19
8242,부산광역시 남구청,부산광역시 남구 용호동 494-2,,생활방범,1,200,방범-2016-용호-0063-3,30,,051-607-4284,35.117842,129.112323,2024-07-19
8243,부산광역시 남구청,부산광역시 남구 용호동 494-2,,생활방범,1,200,방범-2016-용호-0063-4,30,,051-607-4284,35.117842,129.112323,2024-07-19
8244,부산광역시 남구청,부산광역시 남구 문현동 522-21,,생활방범,1,200,부산-9-남구-0235,30,,051-607-4284,35.1451449,129.066932,2024-07-19
8245,부산광역시 남구청,부산광역시 남구 용호동 565-3,,생활방범,1,200,부산-9-남구-0236,30,,051-607-4284,35.1093549,129.114608,2024-07-19
8246,부산광역시 남구청,부산광역시 남구 대연동 779-7,,생활방범,1,200,부산-9-남구-0237,30,,051-607-4284,35.1295619,129.097522,2024-07-19
8247,부산광역시 남구청,부산광역시 남구 문현동 117-16,,생활방범,1,200,부산-5-남구-0092-1,30,,051-607-4284,35.144554,129.073569,2024-07-19
8248,부산광역시 남구청,부산광역시 남구 문현동 117-16,,생활방범,1,200,부산-5-남구-0092-2,30,,051-607-4284,35.144554,129.073569,2024-07-19
8249,부산광역시 남구청,부산광역시 남구 문현동 189-8,,생활방범,1,200,부산-5-남구-0093,30,,051-607-4284,35.139585,129.072303,2024-07-19
8250,부산광역시 남구청,부산광역시 남구 문현동 189-8,,생활방범,1,200,부산-5-남구-0093-1,30,,051-607-4284,35.139585,129.072303,2024-07-19
8251,부산광역시 남구청,부산광역시 남구 문현동 189-8,,생활방범,1,200,부산-5-남구-0093-2,30,,051-607-4284,35.139585,129.072303,2024-07-19
8252,부산광역시 남구청,부산광역시 남구 문현동 189-8,,생활방범,1,200,부산-5-남구-0093-3,30,,051-607-4284,35.139585,129.072303,2024-07-19
8253,부산광역시 남구청,부산광역시 남구 문현동 189-8,,생활방범,1,200,부산-5-남구-0093-4,30,,051-607-4284,35.139585,129.072303,2024-07-19
8254,부산광역시 남구청,부산광역시 남구 대연동 1203-95,,생활방범,1,200,부산-5-남구-0094,30,,051-607-4284,35.13086,129.085875,2024-07-19
8255,부산광역시 남구청,부산광역시 남구 용호동 482-8,,생활방범,1,200,부산-5-남구-0095,30,,051-607-4284,35.116151,129.108915,2024-07-19
8256,부산광역시 남구청,부산광역시 남구 용호동 482-8,,생활방범,1,200,부산-5-남구-0095-1,30,,051-607-4284,35.116151,129.108915,2024-07-19
8257,부산광역시 남구청,부산광역시 남구 용호동 482-8,,생활방범,1,200,부산-5-남구-0095-2,30,,051-607-4284,35.116151,129.108915,2024-07-19
8258,부산광역시 남구청,부산광역시 남구 용호동 482-8,,생활방범,1,200,부산-5-남구-0095-3,30,,051-607-4284,35.116151,129.108915,2024-07-19
8259,부산광역시 남구청,부산광역시 남구 용호동 128-1,,생활방범,1,200,부산-5-남구-0096,30,,051-607-4284,35.123827,129.110422,2024-07-19
8260,부산광역시 남구청,부산광역시 남구 용호동 392-31,,생활방범,1,200,부산-5-남구-0097,30,,051-607-4284,35.119708,129.114233,2024-07-19
8261,부산광역시 남구청,부산광역시 남구 용당동 594-14,,생활방범,1,200,부산-5-남구-0098,30,,051-607-4284,35.12351,129.094854,2024-07-19
8262,부산광역시 남구청,부산광역시 남구 감만동 3-356,,생활방범,1,200,부산-5-남구-0099,30,,051-607-4284,35.119817,129.083058,2024-07-19
8263,부산광역시 남구청,부산광역시 남구 감만동 3-356,,생활방범,1,200,부산-5-남구-0099-1 (2024),30,,051-607-4284,35.119817,129.083058,2024-07-19
8264,부산광역시 남구청,부산광역시 남구 감만동 3-356,,생활방범,1,200,부산-5-남구-0099-2 (2024),30,,051-607-4284,35.119817,129.083058,2024-07-19
